z_volt	Amp	Phase	DC	Amp_direct	Phase_direct	X	Y
2.552340	0.830029	-0.509199	-1.920169	0.717989	-8.329140	-0.724728	0.404621
2.557340	1.196179	-0.318273	-1.941770	0.689940	2.569824	-1.136104	0.374316
2.562340	1.491481	-0.285528	-1.947573	0.881765	-8.003835	-1.431096	0.420096
2.567340	1.745640	-0.095452	-1.963048	0.829537	7.958045	-1.737693	0.166371
2.572340	1.756964	-0.041858	-1.977878	1.488834	-8.795982	-1.755425	0.073522
2.577340	1.474183	0.016830	-1.992386	1.542352	-8.391364	-1.473974	-0.024809
2.582340	1.596289	0.161455	-2.008828	1.607476	-9.510755	-1.575529	-0.256611
2.587340	1.176058	0.176900	-2.020112	1.491736	-9.351487	-1.157704	-0.206962
2.592340	1.143256	0.403070	-2.042035	1.776088	9.910833	-1.051636	-0.448435
2.597340	1.373578	0.370824	-2.057187	1.310550	-9.176420	-1.280215	-0.497762
2.602340	1.502848	0.268126	-2.041390	1.938575	-9.685500	-1.449150	-0.398142
2.607340	1.600866	0.171199	-2.025915	1.520751	-9.578461	-1.577463	-0.272730
2.612340	1.684459	0.095642	-2.008828	1.613601	-9.563308	-1.676761	-0.160859
2.617340	1.956326	0.041203	-1.989807	1.864747	-9.616182	-1.954666	-0.080583
2.622340	1.982199	-0.079462	-1.975944	1.260901	9.011652	-1.975944	0.157344
2.627340	1.635839	-0.143385	-1.959179	1.900210	-9.115163	-1.619052	0.233752
2.632340	1.033555	-0.442602	-1.941125	0.952047	8.087650	-0.933962	0.442664
2.637340	0.825592	-0.543392	-1.921459	0.904978	-7.359674	-0.706674	0.426866
2.642340	0.757621	-0.589802	-1.909208	0.726049	5.941119	-0.629621	0.421386
2.647340	0.821723	-0.537081	-1.920169	0.688328	-4.691814	-0.706029	0.420418
2.652340	1.190500	-0.301641	-1.932098	0.687039	7.172357	-1.136749	0.353683
2.657340	1.555697	-0.161106	-1.950152	0.470390	-5.293409	-1.535552	0.249549
2.662340	1.589017	-0.082680	-1.964982	1.522041	9.495255	-1.583589	0.131230
2.667340	1.586520	-0.006106	-1.985938	1.116146	-9.517204	-1.586490	0.009688
2.672340	1.426105	0.045218	-1.994643	1.559439	-9.801889	-1.424648	-0.064463
2.677340	1.255011	0.123866	-2.008183	1.518817	-9.689691	-1.245396	-0.155056
2.682340	1.061789	0.275829	-2.023014	1.285726	5.069680	-1.021654	-0.289172
2.687340	0.837148	0.599426	-2.043969	1.945990	-9.475936	-0.691199	-0.472293
2.692340	1.086270	0.472667	-2.061056	1.199002	9.321480	-0.967169	-0.494538
2.697340	1.375509	0.308624	-2.041068	1.601350	-8.789856	-1.310520	-0.417808
2.702340	1.463682	0.096393	-2.023014	1.309905	-9.946327	-1.456887	-0.140871
2.707340	1.571842	0.043281	-2.002703	1.418875	-9.345361	-1.570370	-0.068010
2.712340	1.733980	-0.013396	-1.987228	1.438541	-9.600062	-1.733825	0.023228
2.717340	1.863724	-0.071859	-1.969496	1.552668	9.773489	-1.858914	0.133810
2.722340	1.607243	-0.178681	-1.958534	1.110343	-8.475189	-1.581654	0.285657
2.727340	1.025377	-0.435261	-1.940480	1.552024	9.076777	-0.929771	0.432347
2.732340	0.823824	-0.560782	-1.919202	0.336596	-3.542789	-0.697647	0.438150
2.737340	0.770169	-0.615898	-1.910820	0.844690	-4.984874	-0.628654	0.444920
2.742340	1.030768	-0.444923	-1.918880	0.639647	-0.235655	-0.930416	0.443631
2.747340	1.449828	-0.324085	-1.939513	0.850493	-7.645322	-1.374354	0.461685
2.752340	1.588037	-0.180246	-1.951764	0.610954	8.285604	-1.562310	0.284690
2.757340	1.503770	-0.083936	-1.969496	1.643261	-9.401782	-1.498476	0.126072
2.762340	1.420351	-0.017490	-1.986260	1.297332	-7.662410	-1.420134	0.024840
2.767340	1.224422	0.079325	-1.998511	1.413394	-2.143267	-1.220571	-0.097025
2.772340	1.084170	0.205724	-2.018822	1.529778	-9.395656	-1.061308	-0.221469
2.777340	0.719582	0.538645	-2.033008	1.608120	9.157055	-0.617693	-0.369126
2.782340	0.963029	0.524912	-2.056220	1.389859	-8.156654	-0.833375	-0.482609
2.787340	1.190481	0.388847	-2.040423	1.598449	9.410463	-1.101608	-0.451337
2.792340	1.434625	0.180066	-2.026237	1.187073	-9.259923	-1.411429	-0.256933
2.797340	1.511337	0.040745	-2.007861	1.527199	-10.002104	-1.510082	-0.061562
2.802340	1.581926	-0.018557	-1.989162	1.367614	-9.823168	-1.581654	0.029354
2.807340	1.661736	-0.053582	-1.977878	1.232853	0.834696	-1.659351	0.088997
2.812340	1.891678	-0.070624	-1.966272	1.832507	-9.228650	-1.886963	0.133487
2.817340	1.669904	-0.208084	-1.952731	0.960752	6.411497	-1.633882	0.344978
2.822340	1.151334	-0.438743	-1.933710	1.624885	-9.174163	-1.042287	0.489088
2.827340	1.286238	-0.390064	-1.925972	0.641904	6.054925	-1.189622	0.489088
2.832340	1.461749	-0.211553	-1.941447	0.955271	-8.238867	-1.429161	0.306935
2.837340	1.483737	-0.134042	-1.963370	1.084229	8.869472	-1.470428	0.198288
2.842340	1.352843	-0.100748	-1.988840	1.311840	-9.247994	-1.345983	0.136066
2.847340	1.372726	0.021127	-1.999801	1.304425	-3.584701	-1.372420	-0.029000
2.852340	1.052294	0.070202	-2.020434	1.656157	9.347595	-1.049702	-0.073813
2.857340	1.002578	0.328045	-2.041068	1.154833	-9.121289	-0.949115	-0.323024
2.862340	1.230127	0.302845	-2.046548	1.955017	9.398857	-1.174147	-0.366870
2.867340	1.392868	0.133475	-2.036554	1.174500	-9.837031	-1.380479	-0.185361
2.872340	1.551901	0.066725	-2.021402	1.975006	9.860538	-1.548447	-0.103473
2.877340	1.707219	0.013399	-2.013019	1.385346	9.623249	-1.707066	-0.022874
2.882340	1.834135	-0.027433	-2.006249	1.978552	9.962095	-1.833445	0.050309
2.887340	2.070063	-0.043006	-2.005604	1.865714	9.641626	-2.068149	0.088997
2.892340	2.130382	-0.147791	-1.991419	1.918909	9.581337	-2.107159	0.313706
2.897340	2.233388	-0.142823	-1.987872	2.053025	9.887942	-2.210648	0.317897
2.902340	2.273897	-0.153735	-1.980780	2.087199	9.482036	-2.247079	0.348202
2.907340	2.265237	-0.109816	-1.997544	2.274510	9.660003	-2.251592	0.248260
2.912340	2.004819	-0.042313	-2.022691	2.406370	9.876980	-2.003025	0.084806
2.917340	1.545680	0.059261	-2.047516	2.923491	9.156410	-1.542967	-0.091544
2.922340	1.534850	0.138858	-2.057187	1.913428	-9.645844	-1.520077	-0.212442
2.927340	1.631588	0.134763	-2.052674	2.689433	9.359846	-1.616795	-0.219213
2.932340	1.872391	0.104698	-2.053964	1.486255	-5.592918	-1.862138	-0.195678
2.937340	2.396251	0.067045	-2.053319	3.040198	9.675156	-2.390867	-0.160537
2.942340	2.548812	0.015173	-2.048160	2.336410	9.336310	-2.548519	-0.038672
2.947340	2.750532	-0.036232	-2.044936	3.369042	9.757369	-2.748727	0.099636
2.952340	1.790421	-0.055498	-2.040423	2.736502	9.257967	-1.787665	0.099313
2.957340	1.459360	0.104451	-2.059767	2.961856	-2.460505	-1.451406	-0.152155
2.962340	1.187075	0.147724	-2.062346	2.049479	8.598978	-1.174147	-0.174722
2.967340	1.937087	0.095670	-2.063635	2.012081	-9.444985	-1.928229	-0.185039
2.972340	2.149901	0.021738	-2.052352	2.329317	8.670873	-2.149393	-0.046732
2.977340	2.283838	0.071341	-2.057832	2.695881	-9.620374	-2.278029	-0.162794
2.982340	1.819439	0.048207	-2.062346	3.339059	9.173820	-1.817325	-0.087676
2.987340	1.923792	0.100712	-2.062668	2.220348	-9.551701	-1.914044	-0.193421
2.992340	2.455517	0.055034	-2.062991	3.048258	9.456889	-2.451800	-0.135068
2.997340	2.587763	0.013449	-2.054286	2.364781	4.229193	-2.587529	-0.034803
3.002340	2.852226	-0.002718	-2.056543	3.786866	9.487840	-2.852216	0.007753
3.007340	2.855216	-0.017169	-2.057832	2.897377	9.423037	-2.854795	0.049020
3.012340	3.054014	0.014035	-2.056220	3.780096	9.864729	-3.053713	-0.042863
3.017340	3.170818	-0.043332	-2.055575	3.071148	9.254098	-3.167842	0.137356
3.022340	3.384528	-0.004577	-2.050740	3.870044	-7.499919	-3.384492	0.015491
3.027340	3.251039	-0.039980	-2.045581	3.516054	9.327283	-3.248441	0.129941
3.032340	3.204123	-0.050235	-2.058799	3.839094	-9.213174	-3.200081	0.160891
3.037340	3.426903	-0.010165	-2.053964	3.886809	9.173820	-3.426726	0.034834
3.042340	3.376055	-0.067475	-2.050417	3.736895	9.953068	-3.368372	0.227626
3.047340	3.448707	-0.041429	-2.050417	4.011576	9.345660	-3.445748	0.142837
3.052340	3.493486	-0.056143	-2.044292	3.507349	9.833456	-3.487982	0.196032
3.057340	3.442533	-0.041129	-2.046548	4.170839	9.476556	-3.439622	0.141547
3.062340	3.371094	-0.054352	-2.044614	3.444482	9.730932	-3.366116	0.183136
3.067340	3.390861	-0.018261	-2.049772	4.177287	9.647752	-3.390295	0.061915
3.072340	3.593753	-0.050263	-2.046226	3.245887	9.549096	-3.589214	0.180557
3.077340	3.391496	-0.081275	-2.040100	4.082503	9.790576	-3.380301	0.275341
3.082340	3.261041	-0.014637	-2.049450	3.420947	9.528785	-3.260692	0.047730
3.087340	3.335882	-0.015372	-2.058799	4.134731	-9.133540	-3.335488	0.051276
